የኦነግ	የ+ኦነግ
ልብሶችም	ል+ብሶች+ም
በመንዝ	በ+መንዝ
ማኅበረሰብም	ማ+ኅበረሰብ+ም
ዝተትና	ዝተት+ና
የበጎቹ	የ+በ+ጎቹ
የፀጉር	የ+ፀጉር
ፀጉርን	ፀጉር+ን
ማብዛት	ማ+ብ+ዛት
መፍተል	መ+ፍተል
ማዳወርና	ማ+ዳወር+ና
በጉን	በ+ጉን
የበጉን	የ+በ+ጉን
እንደባናና	እንደ+ባናና
ከቤተሰብና	ከ+ቤተሰብ+ና
በመልመድና	በ+መል+መ+ድና
እንደጉርድ	እንደ+ጉርድ
በመቀነት	በ+መቀነት
አላባሽ	አ+ላባሽ
በትከሻና	በ+ትከሻ+ና
ጥለቱን	ጥለ+ቱን
አዘቅዝቆ	አ+ዘቅ+ዝቆ
ሾርባና	ሾርባ+ና
ምግቦችም	ም+ግቦች+ም
በፈጥር	በ+ፈጥር
ከሬስቶራንቶቹ	ከ+ሬስቶራን+ቶቹ
በችርቻሮና	በ+ችርቻሮ+ና
ማፍጠር	ማ+ፍጠር
ለፈጥር	ለ+ፈጥር
ከሕመምተኞች	ከ+ሕ+መምተኞች
ሴቶቸ	ሴ+ቶቸ
ከመንገደኞች	ከ+መንገ+ደኞች
መፆም	መ+ፆም
ከሚመጣቸው	ከ+ሚመጣቸው
ትሩፋቶች	ት+ሩፋቶች
አንዲህ	አንዲ+ህ
በልመናና	በ+ል+መናና
በልምምጥ	በ+ልምምጥ
ሊያፈርሱ	ሊ+ያ+ፈርሱ
ዘንግተው	ዘን+ግተው
የሚጎርሱ	የሚ+ጎር+ሱ
ያጋጥማሉ	ያ+ጋጥማሉ
ፆምክ	ፆም+ክ
ፆምሽ	ፆም+ሽ
ይይዛቸዋል	ይ+ይ+ዛቸዋል
ላለመበለጥ	ላለ+መበለጥ
ከመምከር	ከ+መም+ከር
በየሲዲ	በ+የሲዲ
መንዙማም	መንዙማ+ም
ድምቀተት	ድ+ምቀተት
ድምፃውያኑም	ድም+ፃውያኑም
ተደራርበው	ተ+ደራር+በው
መንዙማዎች	መንዙማ+ዎች
አጥሯቸው	አጥ+ሯቸው
ሀብቱ	ሀብ+ቱ
ባለቤታቸውን	ባለ+ቤ+ታቸውን
ከባሌው	ከ+ባሌ+ው
ከትተዋል	ከት+ተዋል
አባቶቻቸውንና	አባ+ቶቻቸው+ንና
ወንድሞቻቸውንም	ወንድ+ሞቻቸው+ንም
ተጎድቶባቸው	ተ+ጎድ+ቶባቸው
ለመግጠም	ለ+መግ+ጠም
ያመነቱትን	ያመነ+ቱትን
ማርኳል	ማር+ኳል
ይጠቅሷታል	ይ+ጠቅ+ሷታል
የልዕልቲቱ	የ+ልዕልቲቱ
ለፋሺስቶች	ለ+ፋሺስ+ቶች
መገደል፤	መ+ገደል፤
አልመለሳቸውም	አል+መለሳቸው+ም
ፍልሚያውን	ፍ+ልሚያውን
ተቀላቅለውታል	ተ+ቀላቅ+ለውታል
ማፈግፈጋቸው	ማ+ፈግ+ፈጋቸው
አርበኛዋ	አርበኛ+ዋ
በቆፍጣናይቷ	በ+ቆፍ+ጣናይቷ
አጥበው	አጥ+በው
መግሉን	መግ+ሉን
መግበውና	መግ+በው+ና
ያድናሉ	ያ+ድናሉ
ለምነው	ለም+ነው
ከወልወል	ከ+ወልወል
እንደሚያብራራው	እንደ+ሚያ+ብራራው
ከወንድማቸው	ከ+ወንድ+ማቸው
ከሚቆጠሩት	ከ+ሚ+ቆጠሩት
ተጋድሏቸውን	ተ+ጋድ+ሏቸውን
ተለያይተዋል	ተ+ለያይ+ተዋል
ሰርጎ	ሰር+ጎ
አንግተው	አንግ+ተው
ተፋልመዋል	ተ+ፋል+መዋል
ያሳተመው	ያ+ሳተመው
ለአገሬ››	ለ+አገሬ››
በላይነሽን	በላይነሽ+ን
ዘርዝሮታል	ዘር+ዝሮታል
መብረቁ	መብረ+ቁ
ጻፍኩና	ጻፍ+ኩ+ና
ዕርዱኝ››	ዕ+ርዱኝ››
አልኩ	አል+ኩ
ለጋራሙለታው	ለ+ጋራሙለታው
ለፊታውራሪ	ለ+ፊታውራሪ
ሀብቴም	ሀብቴ+ም
ይርዱኝ	ይ+ር+ዱኝ
ላኩልኝ	ላኩል+ኝ
እያቅራራን	እ+ያቅ+ራራን
በሙዚቃዎቹ	በ+ሙዚቃዎ+ቹ
ሲዘዋወር	ሲ+ዘዋወር
የሚዘፍንበትን	የሚ+ዘፍ+ንበትን
ግጥሙን	ግ+ጥሙን
ገጥመውታል	ገጥ+መውታል
መንፈሳዊነትን	መንፈ+ሳዊነትን
እናስተላልፋለን፤››	እ+ናስተላልፋለን፤+››
የኮንሰርቱ	የ+ኮንሰር+ቱ
ኮንሰርቶች	ኮንሰር+ቶች
አስደስቶታል	አስ+ደስ+ቶታል
አቅርቧል፤››	አ+ቅርቧል፤››
ይገልጸዋል	ይ+ገል+ጸዋል
ሲጫወት	ሲ+ጫወት
ተናንቆት	ተ+ና+ንቆት
የሚወዳቸውን	የሚ+ወዳቸው+ን
ሲዘፍንም	ሲ+ዘፍ+ንም
‹‹ምሽቴን	‹‹ምሽ+ቴን
አድምቀውታል፤››	አ+ድምቀውታል፤››
ግርግሮች	ግርግ+ሮች
እንዳያሳድር	እንዳ+ያሳድ+ር
ሲያነሳሳ	ሲያ+ነሳሳ
ያደንቀዋል	ያ+ደንቀዋል
ስሜታችን	ስሜ+ታችን
ልብን	ልብ+ን
‹‹በሙዚቃዬ	‹‹በ+ሙዚቃዬ
የማንንቱ	የ+ማን+ንቱ
ተሞክሮው	ተ+ሞክ+ሮው
ሕዝባቸውን	ሕዝ+ባቸውን
ከሚያስተሳስሩ	ከ+ሚ+ያስተሳስሩ
ከትርዒቱ	ከ+ትርዒ+ቱ
ድንኳኑ	ድንኳ+ኑ
እንዲስተናገዱ	እንዲ+ስ+ተናገዱ
ሲያሳስብ	ሲ+ያሳስ+ብ
ሐውልትም	ሐውልት+ም
በትውፊታዊ	በ+ትውፊ+ታዊ
ተውኔቱ	ተው+ኔቱ
የሷን	የ+ሷን
አዋህደው	አ+ዋህ+ደው
የቴአትር	የ+ቴአትር
የትውፊታዊ	የ+ትውፊ+ታዊ
የብሔረሰቡን	የ+ብሔረሰ+ቡን
በውዝዋዜ	በ+ው+ዝዋዜ
የተውኔት	የ+ተውኔት
ለቴአትር	ለ+ቴአትር
ቢጠብቃቸውም	ቢ+ጠብ+ቃቸው+ም
ተጠንተዋል	ተ+ጠን+ተዋል
ለደራስያን	ለ+ደራስያን
የሚሰቀሱ	የሚ+ሰቀ+ሱ
በሮችን	በ+ሮችን
በሮቹ	በ+ሮቹ
ለተውኔቱ	ለ+ተው+ኔቱ
ተቆልፈው	ተ+ቆል+ፈው
ለአሚሩ	ለ+አሚሩ
የሚያስረክብ	የሚ+ያስረክ+ብ
የሚያመቹ	የሚ+ያ+መቹ
በግንቡ	በ+ግ+ንቡ
የሚገባና	የሚ+ገባ+ና
መሰብሰቢያም	መ+ሰብ+ሰቢያ+ም
ከአሚሮች	ከ+አሚ+ሮች
ጎድጓዳ	ጎድ+ጓዳ
እንዲብላላ	እንዲ+ብላላ
ስፌቱ	ስፌ+ቱ
ቅጥልና	ቅ+ጥልና
ሲደርቅ	ሲ+ደርቅ
‹‹የትኛውም	‹‹የት+ኛ+ውም
ከማለታችን	ከ+ማለ+ታችን
ናይጄሪያዊና	ናይጄሪያ+ዊ+ና
አፍሪካዊነታችንን	አፍሪካ+ዊነታችንን
ከሌላዋ	ከ+ሌላ+ዋ
ድምፃውያኑ	ድም+ፃውያኑ
ፌስቲቫሉ	ፌስቲቫ+ሉ
በፋሽንና	በ+ፋሽ+ንና
የማፊኪዞሎ	የ+ማፊኪዞሎ
ከማፊኪዞሎ	ከ+ማፊኪዞሎ
ከዚምባብዌ	ከ+ዚምባብዌ
ከደበብ	ከ+ደበብ
በርሔና	በርሔ+ና
የትስስሩ	የ+ት+ስስሩ
የየአገራቸውን	የ+የአገ+ራቸውን
ሲደመጥ	ሲ+ደመጥ
ዳንሶችን	ዳን+ሶችን
የሚያለማምዱ	የሚ+ያ+ለማምዱ
የሚያቀነቅኑ	የሚ+ያ+ቀነቅኑ
ጭምርም	ጭ+ምርም
ጋብዞ	ጋብ+ዞ
የፌስቲቫሉን	የ+ፌስቲቫ+ሉን
የማላዊውን	የ+ማ+ላዊውን
የማሊው	የ+ማሊ+ው
ለኒጀር	ለ+ኒጀር
ሳይቆራረጡ	ሳ+ይቆራረጡ
በኤስአይሲኤስ	በ+ኤስአይሲኤስ
የፌስቲቫል	የ+ፌስቲቫል
ሙሽራዋን	ሙሽ+ራዋን
መጨፈርን	መ+ጨፈር+ን
የሠርግ	የ+ሠርግ
ሠርጉ	ሠር+ጉ
የጫጉላ	የ+ጫጉላ
ሽምግልና	ሽ+ምግልና
ጥሎሽ	ጥ+ሎሽ
ሲሰጥም	ሲ+ሰጥ+ም
ሲከሰትና	ሲ+ከሰት+ና
በአፎቻ	በ+አፎቻ
በሠፈር	በ+ሠፈር
በአፎቻው	በ+አ+ፎቻው
የአፎቻ	የ+አፎቻ
ይጣልበታል	ይ+ጣል+በታል
በሠርጉ	በ+ሠር+ጉ
ሐዘኑ	ሐዘ+ኑ
ከአፎቻ	ከ+አፎቻ
አባልነቱ	አባል+ነቱ
ስለሥርዓቱ	ስለ+ሥርዓ+ቱ
ከሠርግ	ከ+ሠርግ
የሚተገበርበት	የሚ+ተገበር+በት
በሠርግና	በ+ሠር+ግና
ቢተገበርም	ቢ+ተገበር+ም
ይኖረዋል፤››	ይ+ኖረዋል፤››
የሐረሩ	የ+ሐረ+ሩ
የጁግል	የ+ጁግል
ከሐረሪ	ከ+ሐረሪ
የሚጠበቅበትና	የሚ+ጠበቅ+በት+ና
ከሚጠቀስ	ከ+ሚጠቀስ
ሀዲስን	ሀዲስ+ን
የሀዲስ	የ+ሀዲስ
ሐውልታቸው	ሐውል+ታቸው
ከነሐስ	ከ+ነሐስ
ከስነፅሁፍ	ከ+ስነፅሁፍ
የልም	የ+ልም
መቃብርና	መ+ቃብ+ርና
የታሪክ	የ+ታሪክ
የመልክዓ	የ+መልክዓ
ዕውቀቶች	ዕ+ውቀቶች
‹‹ለምሳሌ	‹‹ለ+ም+ሳሌ
ከማንኩሳ	ከ+ማንኩሳ
ኑሮ	ኑ+ሮ
መገለጫቸው	መ+ገለጫቸው
አስተላልፏል፤››	አስ+ተላልፏል፤+››
በሥራዎቻቸው	በ+ሥ+ራዎቻቸው
መገሰፅ	መ+ገሰፅ
እንደሚያስብላቸውም	እንደ+ሚ+ያስብላቸው+ም
መጽሐፋቸውን	መ+ጽ+ሐፋቸውን
ሳያደርሱ	ሳ+ያደርሱ
‹‹መሞታቸውን	‹‹መ+ሞታቸው+ን
በእሳቸውና	በ+እሳቸው+ና
በወንድማቸው	በ+ወንድ+ማቸው
ዝክርና	ዝ+ክርና
መድበሉ	መድበ+ሉ
መድበላቸው	መድበ+ላቸው
‹‹በወጣትነትና	‹‹በ+ወጣት+ነት+ና
ያጋጠሟዋቸውን	ያ+ጋጠሟዋቸውን
ለመቁዋቋም	ለ+መቁዋ+ቋም
የዕድሜና	የ+ዕድሜ+ና
የሕመም	የ+ሕመም
የፈጠረባቸው	የ+ፈጠረባቸው
ምሬትን	ምሬት+ን
የሚገልጹ፤››	የሚ+ገልጹ፤››
የግጥሞቹ	የ+ግ+ጥሞቹ
በመድበሉ	በ+መድበ+ሉ
የግጥሞቹን	የ+ግ+ጥሞቹን
አባትህ››	አባት+ህ››
‹‹ዳኝነት››	‹‹ዳኝ+ነት››
አኗኗርና	አ+ኗኗር+ና
አርታኢው	አርታኢ+ው
ከመድበሉ	ከ+መድበ+ሉ
የውጪም	የ+ውጪ+ም
ለኦስካር	ለ+ኦስካር
ከፊልም	ከ+ፊልም
ወርክሾፖችም	ወርክሾ+ፖች+ም
ከሚያካፍሉ	ከ+ሚያ+ካፍሉ
ቢበርትና	ቢ+በርት+ና
በአገርኛ	በ+አገር+ኛ
የመኮንን	የ+መኮንን
የኪዊኖ	የ+ኪዊኖ
የቬንቹራ	የ+ቬንቹራ
የኦስካር	የ+ኦስካር
በሐኪም	በ+ሐኪም
ሹምነት	ሹም+ነት
ዳይሬክተርነትና	ዳይሬክተር+ነት+ና
በውስጣቸውም	በ+ውስ+ጣቸው+ም
የፈረንሣዊና	የ+ፈረንሣ+ዊ+ና
መምህራኖች	መ+ም+ህራኖች
የተፈሪ	የ+ተፈሪ
ድካማችንም	ድ+ካማችን+ም
የሚያበረታታን	የሚ+ያበረ+ታታን
የሚያደርጉን	የሚ+ያ+ደርጉን
እንመለከትና	እን+መለከት+ና
የትጋታቸውንም	የ+ት+ጋታቸው+ንም
መቅደም	መ+ቅደም
በትጋታቸው	በ+ት+ጋታቸው
እንዳልተገታም	እን+ዳልተገታም
ያበረከታቸው	ያ+በረከታቸው
ከማሠልጠን	ከ+ማሠል+ጠን
በኢጣልያን	በ+ኢጣልያን
ንብረትነት	ንብረት+ነት
አንጋፎች	አንጋ+ፎች
ገልጸውልን	ገል+ጸውልን
የኤስተቲክስ	የ+ኤስተቲክስ
በየሙያቸው	በየ+ሙያቸው
ከቴአትርና	ከ+ቴአትር+ና
ተሰንደው	ተ+ሰን+ደው
‹‹እንተዋወቅ››	‹‹እን+ተዋወቅ+››
በአንጋፋ	በ+አንጋፋ
ቴአትሮች	ቴአት+ሮች
እስካሰናዷቸው	እስካ+ሰናዷቸው
ተስተናግደውበታል	ተ+ስ+ተናግደውበታል
ጋብዟል	ጋብ+ዟል
52ኛውን	52ኛ+ውን
የካቻምናውን	የ+ካቻምና+ውን
ያስቃኛል	ያ+ስቃኛል
ከፎቶግራፎቹ	ከ+ፎቶግራ+ፎቹ
የብዙኃኑን	የ+ብዙኃኑን
ቅቦችን	ቅ+ቦችን
አስመስግኗቸዋል	አስ+መስ+ግኗቸዋል
እንስሳን	እንስሳ+ን
በማስመሰልና	በ+ማስ+መ+ሰልና
ባህሪዎችን	ባህሪ+ዎችን
አልተሟሉላቸውም	አል+ተሟሉላቸው+ም
ከሚያፈልገው	ከ+ሚ+ያፈልገው
ትጠይቃለች	ት+ጠይ+ቃለች
እንደጠቆመም	እንደ+ጠቆመም
ቴአትሮቻቸውን	ቴአት+ሮቻቸውን
ያቀረቡበትም	ያ+ቀረቡበት+ም
‹‹መንደርተኞቹ››	‹‹መንደር+ተኞቹ››
የሚጫወቱትንና	የሚ+ጫወቱት+ን+ና
ወቀሳውን	ወቀሳው+ን
በስሜታዊነት	በ+ስሜ+ታዊነት
መቀጠርን	መ+ቀጠር+ን
ሙያዎችን	ሙያ+ዎችን
ከዘልማዳዊው	ከ+ዘ+ልማዳዊው
ቴአትርን	ቴአትር+ን
ለፕሮፓጋንዳ	ለ+ፕሮፓጋንዳ
ለማንሻነት	ለ+ማንሻ+ነት
መገልገልን	መ+ገል+ገልን
ልማት››	ል+ማት››
ለጥበባዊ	ለ+ጥ+በባዊ
ለጥበቡ	ለ+ጥ+በቡ
ጠቅሰውም	ጠቅ+ሰው+ም
ተዘንግቷል	ተ+ዘን+ግቷል
ሲፈልገው	ሲ+ፈል+ገው
እንደሚያሳዝን	እንደ+ሚያሳዝን
እንደሚታይና	እንደ+ሚ+ታይና
ሲጠናቀቅ	ሲ+ጠናቀቅ
ተመስግኗል	ተ+መስ+ግኗል
በየዘርፋቸው	በየ+ዘር+ፋቸው
የብዙኃኑ	የ+ብዙኃ+ኑ
የፓርኮች	የ+ፓር+ኮች
ዝሆኖች	ዝሆ+ኖች
ስላንዣበባቸው	ስላ+ንዣበባቸው
በቱሪዝሙ	በ+ቱሪዝ+ሙ
መፍቀድና	መ+ፍ+ቀድና
ማበረታቻዎችም	ማ+በረ+ታቻዎች+ም
ማበረታቻዎቹ	ማ+በረ+ታቻዎቹ
እንደሚያውሏቸው	እንደ+ሚ+ያውሏቸው
ከብዝበዛው	ከ+ብ+ዝበዛው
በየጉባኤው	በ+የጉባኤ+ው
አስረግጠዋል	አስ+ረግ+ጠዋል
ማበረታቻን	ማ+በረ+ታቻን
ቢጠየቅም	ቢ+ጠየቅ+ም
ማማረር	ማ+ማረር
መበዝበዛቸውን	መ+በዝ+በዛቸውን
ወሮበሎች	ወሮበ+ሎች
እንዳያድግ	እንዳ+ያድ+ግ
እንስሳቶችን	እንስሳ+ቶችን
ተመልካቾቹ	ተ+መል+ካቾቹ
የተዋንያኑ	የ+ተዋንያኑ
ትወናቸውን	ት+ወናቸውን
የመልቲሚዲያ	የ+መልቲሚዲያ
ሙከራዊ	ሙከ+ራዊ
ሊጥስ	ሊ+ጥስ
ከትወና	ከ+ትወና
ጥበባትን	ጥ+በባትን
ልቦለዳዊ	ልቦለ+ዳዊ
እንደሚያረዝም	እንደ+ሚያረዝም
‹‹የውሸት	‹‹የ+ው+ሸት
ሰውነት››	ሰው+ነት››
ከውሸት	ከ+ው+ሸት
በድንግዝግዝ	በ+ድንግዝግዝ
የተዋንያንና	የ+ተዋን+ያን+ና
ማፍረሱ	ማ+ፍ+ረሱ
ያጠለቁት	ያ+ጠለቁት
ትችያለሽ››	ት+ች+ያለሽ››
ትችላለህ››	ት+ች+ላለህ››
በሚያስደነግጥ	በ+ሚያስደነግጥ
እችላለሁ››	እ+ችላለሁ››
ተገፍትሮ	ተ+ገፍ+ትሮ
በተዋንያኑ	በ+ተዋን+ያኑ
‹‹እዋሻለሁ››	‹‹እ+ዋሻለሁ››
እንዳትገባ››	እን+ዳት+ገባ››
የ‹‹ውሸት	የ+‹‹ውሸት
ይሽቀዳደማሉ	ይሽ+ቀዳደማሉ
ገናናነት	ገናና+ነት
የደራ	የ+ደራ
የህሊናው	የ+ህሊና+ው
ያቃጭልበታል	ያ+ቃጭልበታል
ተመስላ	ተ+መስላ
ትጋፈጠዋለች	ት+ጋፈጠዋለ+ች
ስለምወድህ	ስለ+ምወድህ
እንሁን	እንሁ+ን
ትጠይቀዋለች	ት+ጠይ+ቀዋለች
ለማስመሰልም	ለ+ማስ+መ+ሰልም
በስክሪኑ	በ+ስክሪ+ኑ
በቅንጭብጭብ	በ+ቅንጭብጭብ
በጽሑፎች	በ+ጽ+ሑፎች
በዳንስና	በ+ዳን+ስና
በቅጽል	በ+ቅጽል
‹‹የበረሓ	‹‹የ+በረሓ
በበረሓ	በ+በረሓ
እንስሳና	እንስሳ+ና
በዐረቢኛ	በ+ዐረ+ቢኛ
ከምሥራቁ	ከ+ምሥራ+ቁ
ፈትተውታል	ፈት+ተውታል
የኮርቻ	የ+ኮርቻ
የሚደፍር	የሚ+ደፍር
ካጋሰስ	ካ+ጋሰስ
አብልጦ	አ+ብ+ልጦ
የሚሸከም››	የሚ+ሸከም››
ያላመዱት	ያ+ላመዱት
የበረሓው	የ+በረሓ+ው
የሀርዲም	የ+ሀርዲ+ም
ቆላዎች	ቆላ+ዎች
የሰሓራ	የ+ሰሓራ
ከሕይወቱ	ከ+ሕይወ+ቱ
የሚያደንቅበት	የሚ+ያ+ደንቅበት
የሚያወድስበት	የሚ+ያ+ወድስበት
የፎክሎር	የ+ፎክሎር
የግመል	የ+ግመል
ግጥሞች››	ግ+ጥሞች››
አፋሮች	አፋ+ሮች
ከነርሱ	ከ+ነር+ሱ
እንደሚባሉ	እንደ+ሚ+ባሉ
ምግቦቹ	ም+ግቦቹ
በጋሊሳሬ	በ+ጋሊሳሬ
ትወደሳለች	ት+ወደሳለ+ች
ትሞገሳለች	ት+ሞገሳለ+ች
የግጥምና	የ+ግ+ጥምና
ፕሮዲውሰሮች	ፕሮዲውሰ+ሮች
አበርክቶ	አ+በር+ክቶ
ኢትዮጵያስ	ኢትዮጵያ+ስ
ከአሊ	ከ+አሊ
ስለእሱም	ስለ+እሱ+ም
በስካይፕ	በ+ስካይፕ
ከፍራንሲስ	ከ+ፍራንሲስ
አጣቅሷል	አ+ጣቅ+ሷል
በጽሑፉ	በ+ጽ+ሑፉ
እንደሚጠራው	እንደ+ሚ+ጠራው
በኢትዮጲክስ	በ+ኢትዮጲክስ
የ1990ዎቹ	የ+1990ዎ+ቹ
በማዋቅር	በ+ማዋቅ+ር
ስኬታማው	ስኬ+ታማው
ተደርገውበታል	ተ+ደር+ገውበታል
ከኢትዮጵያዊት	ከ+ኢትዮጵያዊት
የመናዊ	የ+መና+ዊ
ከዕውቆቹ	ከ+ዕ+ውቆቹ
በክር	በ+ክር
ክለቡን	ክለ+ቡን
አበረታቶት	አ+በረ+ታቶት
በችሎታው	በ+ች+ሎታው
የአሊ	የ+አሊ
የቤተሰባዊነትና	የ+ቤተሰ+ባዊነት+ና
የታታሪ	የ+ታታሪ
አሳድገዋቸዋልና	አ+ሳድ+ገዋቸ+ዋልና
ዘመንኛውን	ዘመን+ኛውን
ወጥቶለት	ወጥ+ቶለት
የሶኒ	የ+ሶኒ
የጌታቸው	የ+ጌታቸው
የእናቱን	የ+እና+ቱን
አሠርታት	አ+ሠር+ታት
ልብስን	ል+ብስን
ከሚሰነዘሩ	ከ+ሚ+ሰነዘሩ
ሰባብቷል	ሰባብ+ቷል
ልብስነቱ	ል+ብስነቱ
ሊለብሱት	ሊ+ለብ+ሱት
ልብሶቹን	ል+ብሶቹን
በዘመነኛ	በ+ዘመነኛ
በሚቀርቡበት	በ+ሚ+ቀርቡበት
ሠርግና	ሠር+ግና
የአንዳንዶችን	የ+አንዳ+ንዶችን
በአገሬው	በ+አገሬ+ው
ይቻላልን	ይ+ቻላል+ን
የሚነሳውም	የሚ+ነሳው+ም
የሚሉም	የሚ+ሉም
ልብሱ	ል+ብሱ
የሚለያይበት	የሚ+ለያይ+በት
በሽሮሜዳው	በ+ሽሮሜዳ+ው
ዲዛይነሮችና	ዲዛይ+ነሮች+ና
አስመረት	አ+ስመረት
የሚጠየቅባቸው	የሚ+ጠየቅ+ባቸው
‹‹በመነን	‹‹በ+መነን
በሳባ	በ+ሳባ
ቱሪስትና	ቱሪስት+ና
መልፋታቸውን	መ+ል+ፋታቸውን
ከእህቶቻቸውና	ከ+እህ+ቶቻቸው+ና
ከዲዛይን	ከ+ዲዛይን
ልበሶች	ል+በሶች
በመደብሮቹ	በ+መደብ+ሮቹ
የሚስቡ	የሚ+ስ+ቡ
ስለሚሰቀሉ	ስለ+ሚ+ሰቀሉ
ከፈትል	ከ+ፈትል
እስከሚደረግ	እስከ+ሚደረግ
ይሠሯቸዋል፤››	ይ+ሠሯቸዋል፤››
ስለሚለበስ	ስለ+ሚለበስ
ይያያዛል፤››	ይ+ያያዛል፤››
በማቆጥቆጥ	በ+ማቆጥ+ቆጥ
ስታመጣው	ስታ+መጣው
ሥራዋ	ሥ+ራዋ
ሐሳቡ	ሐሳ+ቡ
ከአምና	ከ+አምና
የሚበራከትበት	የሚ+በራከት+በት
ዲዛይኖቻቸውን	ዲዛይ+ኖቻቸውን
የሚንሸራሸርበት	የሚ+ን+ሸራሸርበት
‹‹ዋናው	‹‹ዋና+ው
ስንነጋገር	ስ+ን+ነጋገር
ስለሚያካሂደው	ስለ+ሚያ+ካሂደው
ሳምንን	ሳምን+ን
የዝግጀቱ	የ+ዝ+ግጀቱ
መንግሥተአብ	መ+ንግሥተአብ
ፎቶግራፊ	ፎቶግራ+ፊ
ተመስገንና	ተ+መስ+ገንና
ስለሚቆይ	ስለ+ሚቆይ
የኢንቲርየር	የ+ኢንቲርየር
ዲዛይነሮችን	ዲዛይ+ነሮችን
የቀስተ	የ+ቀስተ
በመተርጐም	በ+መተር+ጐም
ከግሪክና	ከ+ግሪክ+ና
ከሶርያ	ከ+ሶርያ
‹‹በኢትዮጵያ	‹‹በ+ኢትዮጵያ
የቴዎሎጊያ	የ+ቴዎሎጊያ
በእርመኛ	በ+እርመኛ
ከባህላዊውና	ከ+ባህ+ላዊ+ውና
መንፈሳዊው	መንፈ+ሳዊው
ያቆራኘው	ያ+ቆራኘው
‹‹የቅድስት	‹‹የ+ቅ+ድስት
ኪዳንና	ኪዳን+ና
የግሪክኛ	የ+ግሪክ+ኛ
የፋኩልቲውም	የ+ፋኩልቲ+ው+ም
የቲዎሎጊያ	የ+ቲዎሎጊያ
ከታሪክና	ከ+ታሪክ+ና
የዕብራይስጥን	የ+ዕብራይስጥን
የቅዱሳት	የ+ቅ+ዱሳት
ብሂልና	ብሂል+ና
ያዛመደ	ያ+ዛመደ
የስብከት	የ+ስ+ብከት
ጦርነት››	ጦር+ነት››
ድርሳናቸው	ድ+ርሳናቸው
የዱክትርና	የ+ዱክትር+ና
ድርሳናቸውን	ድ+ርሳናቸውን
አሳትመውታል	አሳት+መውታል
እንዳልካቸውና	እንዳልካቸው+ና
ድጓና	ድጓ+ና
አገባቡ	አገባ+ቡ
በድኅረ	በ+ድኅረ
የማስትሬት	የ+ማስትሬት
ቀብራቸውም	ቀብ+ራቸው+ም
የኢዮብ	የ+ኢዮብ
ይጠበቅ	ይ+ጠበቅ
አድማጭን	አ+ድ+ማጭን
ከኢዮብ	ከ+ኢዮብ
ክፍተታቸው	ክ+ፍተታቸው
ከድምፃዊው	ከ+ድም+ፃዊው
ትደሰት	ት+ደሰት
‹‹አልበሙ	‹‹አልበ+ሙ
ይከብደኛል፤››	ይ+ከብደኛል፤››
ከኅልፈቱ	ከ+ኅ+ልፈቱ
አጋሮቹንና	አጋሮ+ቹን+ና
ታመሰግናለች	ታ+መሰግናለች
የኢዮብን	የ+ኢዮብ+ን
ገልጻ	ገል+ጻ
እንደሚደሰትበት	እንደ+ሚ+ደሰትበት
‹‹እሮጣለሁ››	‹‹እ+ሮጣለሁ››
‹‹ሁለተኛ	‹‹ሁለ+ተኛ
ከሰማሁ	ከ+ሰማሁ
ተለቆ	ተ+ለ+ቆ
እንደወጣም	እንደ+ወጣም
ተለጥፎ	ተ+ለጥ+ፎ
ለድምፃውያኑ	ለ+ድምፃውያኑ
በማናጀራቸው	በ+ማናጀ+ራቸው
ቢወስዱ	ቢ+ወስ+ዱ
አታምንም	አ+ታምንም
አሠራርና	አሠራር+ና
በድምፃዊው	በ+ድም+ፃዊው
አድናቂዎቹ	አ+ድ+ናቂዎቹ
እንደሚደሰቱ	እንደ+ሚ+ደሰቱ
‹‹በሕይወት	‹‹በ+ሕይወት
ተወዳጆቹን	ተ+ወዳጆቹን
ስለሚቀሰቅስብኝ	ስለ+ሚ+ቀሰቅስብኝ
ከሚገዙ	ከ+ሚ+ገዙ
ድምፃውያንን	ድምፃውያን+ን
ጎረቤቶችና	ጎረቤ+ቶች+ና
አዝማዶች	አ+ዝ+ማዶች
ተቋድሰው	ተ+ቋድ+ሰው
ሲገባደድ	ሲ+ገባደድ
መስኮቱ	መስኮ+ቱ
በኢቢሲ	በ+ኢቢሲ
ቲቪና	ቲቪ+ና
ይመለከት	ይ+መለከት
የዐውደ	የ+ዐውደ
የማንን	የ+ማን+ን
ተጋባ	ተ+ጋባ
ከሰዓትና	ከ+ሰዓት+ና
ያጠነጥናሉ	ያ+ጠነጥናሉ
ጉዳዮቻቸው	ጉዳ+ዮቻቸው
ለዓውደ	ለ+ዓውደ
ያከበረው	ያ+ከበረው
ግብሮችም	ግብ+ሮች+ም
የኢቢሲ	የ+ኢቢሲ
ከስቱዲዮና	ከ+ስቱዲዮ+ና
ዋዜማዎች	ዋዜማ+ዎች
በትንሳዔ	በ+ትንሳዔ
ለስቅለት	ለ+ስ+ቅለት
ኮሜዲያንና	ኮሜዲያን+ና
በቤተልሔም	በ+ቤተልሔም
በበረት	በ+በረት
እንኳንም	እንኳን+ም
