ሰላማዊ	ሰላ+ማዊ
ክሕዛ	ክ+ሕ+ዛ
ምብራሩ	ምብ+ራሩ
መዘናኣ	መዘና+ኣ
ዓላሚኦም	ዓላሚ+ኦም
ክትገብር	ክ+ትገብር
ንዝፅውዑ	ን+ዝፅው+ዑ
እናመርሑ	እና+መር+ሑ
ንዝተመዝገበን	ን+ዝ+ተመዝገበን
ኣካልን	ኣካል+ን
ይእመን	ይ+እመን
ንዝበዝሐ	ን+ዝ+በዝሐ
ብምጉያይ	ብምጉ+ያይ
እናተብሃለት	እና+ተብ+ሃለት
ደገፍትን	ደ+ገፍትን
ክዛወር	ክ+ዛወር
ከምዘፍለጡዎ	ከም+ዘፍ+ለጡዎ
ይሳተፍ	ይ+ሳተፍ
ድልየትና	ድልየት+ና
ሃገርና	ሃገር+ና
እንትግበር	እን+ትግበር
ኢልና	ኢል+ና
ኣይንርእይን	ኣይ+ንርእይ+ን
ንዝካየድ	ን+ዝካየድ
ዝለማመድ	ዝ+ለማመድ
ምርካቡ	ምር+ካቡ
ክለማመድ	ክ+ለማመድ
ዝገብረሉ	ዝ+ገብ+ረሉ
ቅልጣፈይ	ቅልጣፈ+ይ
ዝቐልጠፈ	ዝ+ቐል+ጠፈ
እደልይ	እ+ደልይ
ጎየይትን	ጎ+የይትን
ከምዝብርከተሎም	ከምዝ+ብር+ከተሎም
ተሓርዩ	ተሓር+ዩ
ሓገዝትን	ሓ+ገዝትን
ይርከቡዎም	ይ+ር+ከቡዎም
ንኽውስኑ	ንኽ+ውስ+ኑ
ከባቢኣን	ከባቢ+ኣ+ን
ንእስነተይ	ንእስነ+ተይ
ውድድረይ	ውድድ+ረይ
ስዒረ	ስ+ዒረ
መምህረይ	መምህ+ረይ
ስርሐይ	ስ+ርሐይ
ንኽሳተፍ	ንኽ+ሳተፍ
ከምዝሓበርዎ	ከምዝ+ሓበር+ዎ
ውድድራ	ውድድ+ራ
ጉያኣ	ጉያ+ኣ
ክትውክል	ክ+ትውክል
ግዜኣ	ግዜ+ኣ
ዓወታ	ዓወ+ታ
ምፅምባራ	ም+ፅምባራ
ክትዓትር	ክ+ትዓትር
መዘናግዒን	መዘናግዒ+ን
ብዝትረኽ	ብ+ዝትረኽ
ቃልሲን	ቃልሲ+ን
መፅሓፋ	መ+ፅሓፋ
ተቐባልነትን	ተቐባልነት+ን
ዝውንኖ	ዝ+ውን+ኖ
ብምውድዳር	ብምውድ+ዳር
ኣገልጊሉ	ኣገል+ጊሉ
ሂወታ	ሂወ+ታ
ዝተሰርሐን	ዝ+ተሰር+ሐን
ጭቆናን	ጭቆና+ን
ኣድልዎን	ኣድልዎ+ን
ብምክሓድ	ብምክ+ሓድ
ዝሰብኽ	ዝ+ሰብኽ
መፅሓፉ	መ+ፅሓፉ
ዝርዝርን	ዝርዝር+ን
ምሕባርን	ምሕ+ባርን
ምህዳስን	ምህ+ዳስን
ብቋንቋታት	ብቋንቋ+ታት
ዝፍነዉ	ዝ+ፍ+ነዉ
ዝተርኣየ	ዝ+ተር+ኣየ
መዕረፊን	መዕረፊ+ን
ከምዝምረቑ	ከምዝ+ም+ረቑ
ከምዘዕቢ	ከም+ዘዕቢ
ንመሃዝቲ	ንመሃ+ዝቲ
ንምትብባዕን	ንምትብ+ባዕን
ከምዝምድብ	ከምዝ+ምድብ
ክሰጥም	ክ+ሰጥም
ውህደትን	ውህደት+ን
ቃላትን	ቃ+ላትን
ብምህዳስን	ብምህ+ዳስን
ንሽማግለታት	ንሽማግለ+ታት
ከባቢኦምን	ከባቢ+ኦም+ን
ንዝገበርዎ	ን+ዝገበር+ዎ
ዘይሕለል	ዘይ+ሕለል
ንምፅጋን	ን+ምፅጋን
ዲፕሎማሲን	ዲፕሎማሲ+ን
ዝውክል	ዝ+ውክል
ተሃድሶን	ተሃድሶ+ን
ዝሰልዐ	ዝ+ሰል+ዐ
ፈነውኡ	ፈነ+ውኡ
ዝፈጠርዎ	ዝ+ፈጠር+ዎ
ንዝተሰርሑ	ን+ዝተሰር+ሑ
መዝሙራትን	መዝሙ+ራትን
ብምሃብ	ብ+ምሃብ
እናተሰርሑ	እና+ተሰር+ሑ
ዘይምህላዉ	ዘይ+ምህ+ላዉ
ይጥቀስ	ይ+ጥቀስ
ይገልፅ	ይ+ገልፅ
ኣንቢሩ	ኣን+ቢሩ
ግብፂን	ግብ+ፂን
ክህልዉና	ክ+ህል+ዉና
ይኽእሉ	ይ+ኽእ+ሉ
መንጎና	መንጎ+ና
ብኣባላት	ብኣባ+ላት
ንምዝራፍ	ንምዝ+ራፍ
ሕግን	ሕ+ግን
ምሕታቶም	ምሕ+ታቶም
ዝግበሩ	ዝ+ግ+በሩ
ዝትንትን	ዝ+ትንትን
ምስግጋርን	ምስግ+ጋርን
ገዛኻ	ገዛ+ኻ
ዘይምውፃእ	ዘይ+ምውፃእ
ጎንደርን	ጎንደር+ን
ዓመፅን	ዓመ+ፅን
ኣፈላላያቶም	ኣፈላላ+ያቶም
ብምግዳፍ	ብምግ+ዳፍ
ንምፍታሽ	ንምፍ+ታሽ
ተሓርየን	ተሓር+የን
ከምዝተንፀባረቐ	ከምዝ+ተን+ፀባረቐ
ክድግፉ	ክ+ድግ+ፉ
ንምምዝጋብ	ንምምዝ+ጋብ
ንኢዶምዎ	ን+ኢዶምዎ
ዝመስረታ	ዝ+መስ+ረታ
ንምውሳን	ን+ምውሳን
ክውሰኽ	ክ+ውሰኽ
ንኣብይ	ን+ኣብይ
ምትሕብባርን	ምትሕብባር+ን
ንምውሓስ	ንምው+ሓስ
ንዝወሰድዎ	ን+ዝወሰድ+ዎ
ተሓርዮም	ተሓር+ዮም
ተቓዊሞምዎ	ተቓዊሞም+ዎ
ንኣርባሕቲ	ንኣርባ+ሕቲ
ተፃዋርነትን	ተፃዋርነት+ን
ማያ	ማ+ያ
ትሃንፅ	ት+ሃንፅ
ክፍፅም	ክ+ፍፅም
መኽዘኑ	መኽዘ+ኑ
ምግላፁ	ምግ+ላፁ
ክመፅእ	ክ+መፅእ
ደርግን	ደር+ግን
ከምዝብለኦ	ከምዝ+ብ+ለኦ
ፅሕፈቱ	ፅሕፈ+ቱ
ዝተልዓሉ	ዝ+ተል+ዓሉ
ዝፀምዶም	ዝ+ፀም+ዶም
ክሃንፁ	ክ+ሃን+ፁ
ምርግጋእን	ምርግ+ጋእን
ክሕግዙ	ክ+ሕግ+ዙ
ኣባይትን	ኣባይት+ን
ኣገልግሎትን	ኣገልግሎት+ን
ንዝሓዙ	ን+ዝ+ሓዙ
ሃገራተን	ሃገ+ራተን
ክኣትው	ክ+ኣትው
ፍትሕን	ፍት+ሕን
ምሰፍረሱ	ም+ሰፍ+ረሱ
ሰዓታትን	ሰዓ+ታትን
ሰሙንን	ሰሙን+ን
ዝኣትዉ	ዝ+ኣት+ዉ
ጥሙርን	ጥሙር+ን
ንምብርካት	ንምብር+ካት
ክፍሊትን	ክፍሊት+ን
መስርሕን	መስርሕ+ን
ብምውሳኽ	ብምው+ሳኽ
ማዕድንን	ማዕድን+ን
ነዳዲን	ነዳዲ+ን
ብምፍጣር	ብምፍ+ጣር
ሸቐጣትን	ሸቐ+ጣትን
ኣታዊን	ኣታዊ+ን
ክጥንክር	ክ+ጥንክር
ክትግበሩ	ክ+ትግ+በሩ
ዕላምኡ	ዕላ+ምኡ
ዝፅጋዕ	ዝ+ፅጋዕ
ክውዕል	ክ+ውዕል
ቆርቆሮ	ቆር+ቆሮ
ክጥቀማ	ክ+ጥ+ቀማ
ኣቕሓን	ኣቕሓ+ን
ፖሊሲን	ፖሊሲ+ን
ሃፍትና	ሃፍ+ትና
ክጥቀሙ	ክ+ጥ+ቀሙ
ንዘቕረብናዮ	ን+ዘቕረብ+ናዮ
ክንዘራረብ	ክ+ንዘራረብ
ንኢትዮጵያን	ንኢትዮጵያ+ን
ምግያሽን	ምግ+ያሽን
ፀገምን	ፀገም+ን
ዝዘርግሐ	ዝ+ዘርግ+ሐ
ከምዘረድኦ	ከም+ዘረድ+ኦ
ንምምካትን	ንም+ምካትን
ብኣናእሽቱ	ብኣናእሽ+ቱ
ይኣምን	ይ+ኣምን
ዘይምምጥጣን	ዘይ+ምምጥጣን
ንውሑስን	ንውሑስ+ን
ኣይብሎምን	ኣይ+ብ+ሎምን
ንምትብባዕ	ንምትብ+ባዕ
መረዳእታን	መረዳእታ+ን
ዝሃንፅ	ዝ+ሃንፅ
ዝዛዘም	ዝ+ዛዘም
ጣልያንን	ጣልያን+ን
ፅሑፍን	ፅሑፍ+ን
ዕብየቱ	ዕብየ+ቱ
ትንበያ	ት+ን+በያ
ክትዓቢ	ክ+ትዓቢ
እተመዝግብ	እተመዝ+ግብ
ንምርግጋእ	ንምርግ+ጋእ
ማሕበርን	ማሕበር+ን
ክዓቢ	ክ+ዓቢ
ድሒሩ	ድ+ሒሩ
ዝዕድል	ዝ+ዕድል
ደይቦም	ደይ+ቦም
ቅብኣትን	ቅብኣት+ን
ኣዝርእትን	ኣዝር+እትን
ተመራመርቲን	ተመራ+መርቲን
ተንተንትን	ተን+ተንትን
ብዝልዓለ	ብ+ዝል+ዓለ
ዕዳኣ	ዕዳ+ኣ
ክርአ	ክ+ርአ
ንምድኻም	ንም+ድኻም
ንውሑዳት	ንውሑ+ዳት
ንምንቅስቃስ	ንምንቅስ+ቃስ
ትኸፍሎ	ት+ኸፍ+ሎ
ዓሳን	ዓሳ+ን
ዝበዝሖም	ዝ+በዝ+ሖም
ቁጠባን	ቁጠባ+ን
ንምትግባር	ንምትግ+ባር
ሓይሊን	ሓይሊ+ን
ግድብን	ግድብ+ን
ዝመርሐ	ዝ+መር+ሐ
ሕግታትን	ሕ+ግታትን
ኩነታትን	ኩነታት+ን
ክሕፈስ	ክ+ሕፈስ
ክማላእ	ክ+ማላእ
ዝለምዐ	ዝ+ለም+ዐ
ባልዕን	ባልዕ+ን
ዝበርስ	ዝ+በርስ
ንምስላጥን	ንምስ+ላጥን
ትልሙ	ትል+ሙ
ብምምሕያሽ	ብምምሕ+ያሽ
ብምስንዳእ	ብምስን+ዳእ
ብምሕባር	ብ+ምሕባር
ተግባሩ	ተግባ+ሩ
ሰብን	ሰብ+ን
ኣባይን	ኣባይ+ን
መገብቶምን	መ+ገብቶም+ን
ተዋሳእቲን	ተዋሳ+እቲን
ፀጋታትን	ፀጋ+ታትን
ዝመያየጥ	ዝ+መያየጥ
ዘይተተንከፈ	ዘይ+ተተን+ከፈ
ሄሊኮፕተርን	ሄሊኮፕተር+ን
ሓዊን	ሓዊ+ን
ገንዘብን	ገንዘብ+ን
ዘይምስታፍ	ዘይ+ምስታፍ
ክዕፀዉ	ክ+ዕ+ፀዉ
ቆርበትን	ቆርበት+ን
ሓሸዋን	ሓሸዋ+ን
ኣገንዚቡ	ኣገን+ዚቡ
ሃፍቲን	ሃፍቲ+ን
መስሪተን	መስ+ሪተን
ንጎረባብቲ	ንጎረ+ባብቲ
ንምክፍፋል	ንምክፍ+ፋል
ንምድጋፍን	ንምድ+ጋፍን
ክከላኸል	ክ+ከላኸል
ክጥንቀቕ	ክ+ጥንቀቕ
ዝተሰናድአን	ዝ+ተሰናድ+አን
ክትቀርፅ	ክ+ትቀርፅ
ንማሕበራት	ንማሕበ+ራት
ከምዘይኸውን	ከምዘይ+ኸውን
ዝምልሰሎም	ዝ+ምል+ሰሎም
ከምዘይብሎም	ከምዘይ+ብ+ሎም
ከምዘፍስስ	ከም+ዘፍስስ
ብምምልኡን	ብምምል+ኡ+ን
ከይውሕዝ	ከይ+ውሕዝ
ዝተንቀሳቐሰ	ዝ+ተን+ቀሳቐሰ
ንሓረስቶት	ንሓረስ+ቶት
ከምዘጠንቀቖ	ከም+ዘጠን+ቀቖ
ከምዘየብፅሑ	ከምዘ+የብ+ፅሑ
ነገራትን	ነገ+ራትን
ንሓንፀፅቲ	ንሓን+ፀፅቲ
ንጀመርቲ	ንጀ+መርቲ
ክምህዙ	ክ+ምህ+ዙ
ብምምራሕ	ብም+ምራሕ
ሃገራቶም	ሃገ+ራቶም
ንምዕሟቕ	ንምዕ+ሟቕ
ምግብና	ምግ+ብና
ከምዝድረኹ	ከምዝ+ድ+ረኹ
ከባቢኦም	ከባቢ+ኦም
ዝመወልዎ	ዝ+መወል+ዎ
ብምምሕዳር	ብምምሕ+ዳር
ከምዘድልዮ	ከም+ዘድል+ዮ
ይተሓባበር	ይ+ተሓባበር
ምእንትዚ	ምእ+ንትዚ
ሞንጎኦም	ሞንጎ+ኦም
ምሕጋዝን	ምሕ+ጋዝን
ነቢዩ	ነቢ+ዩ
ወፃእን	ወ+ፃእን
ክንገብሮ	ክ+ንገብ+ሮ
ንስራሕቲ	ንስራሕ+ቲ
ምምዕባልን	ምምዕ+ባልን
ምግባርን	ምግ+ባርን
ዝውነን	ዝ+ውነን
ብምእታውን	ብምእ+ታውን
ብምሽካዕን	ብምሽ+ካዕን
ንዝፍፅሙ	ን+ዝፍ+ፅሙ
ይቃለስ	ይ+ቃለስ
ይስእን	ይ+ስእን
ምስተዘርአ	ምስ+ተዘር+አ
እንድሕር	እን+ድሕር
መኩርያ	መኩር+ያ
ህዋን	ህዋ+ን
ዝምስክር	ዝ+ምስክር
ዝውንጨፍ	ዝ+ውንጨፍ
ወዲእና	ወዲእ+ና
ፈተነን	ፈተነ+ን
ምውንጫፍን	ምውን+ጫፍን
ክዓዝዝ	ክ+ዓዝዝ
ከምዘገንዘብዎ	ከም+ዘገን+ዘብዎ
ዝመስረቱ	ዝ+መስ+ረቱ
ዝምወል	ዝ+ምወል
ንብድሆታት	ንብድሆ+ታት
ኣቢልና	ኣቢል+ና
ብምስጓም	ብም+ስጓም
ንምምላእ	ንም+ምላእ
እንገብሮ	እን+ገብ+ሮ
ምዃንና	ምዃን+ና
ተጠቒምና	ተጠቒም+ና
ኣገልግሎትና	ኣገልግሎት+ና
ክውንኖ	ክ+ውን+ኖ
ንስልጠናን	ንስልጠና+ን
መርኣዪን	መርኣዪ+ን
ንሰራሕተኛታት	ንሰራሕተኛ+ታት
ስርዓትን	ስርዓት+ን
ተቐራሪብካ	ተቐራሪብ+ካ
ምውንጫፋ	ምውን+ጫፋ
ዝሰፍሑ	ዝ+ሰፍ+ሑ
ይህቦም	ይ+ህ+ቦም
ኣጠናኺርካ	ኣጠናኺር+ካ
ስለዝገብር	ስለዝ+ገብር
ክህልው	ክ+ህልው
ሳተላይታ	ሳተላይ+ታ
ዝተሰርሐት	ዝ+ተሰር+ሐት
ዝሰልጠኑ	ዝ+ሰል+ጠኑ
ምውጣንን	ምው+ጣንን
ምስራሕን	ምስ+ራሕን
ንምስግጋር	ንምስግ+ጋር
ንሓገዝን	ንሓገዝ+ን
ዝፍፀም	ዝ+ፍፀም
ጥንሲን	ጥንሲ+ን
ዝፈሪ	ዝ+ፈሪ
ከምዝተዘርግሐ	ከምዝ+ተዘርግ+ሐ
ክውስኹ	ክ+ውስ+ኹ
ከምዘውፅአ	ከም+ዘው+ፅአ
ምምኻሩ	ም+ምኻሩ
ዝግበኦም	ዝ+ግ+በኦም
ብምትግባር	ብምትግ+ባር
ማሕበራዊን	ማሕበራዊ+ን
ቦትኦም	ቦ+ትኦም
ክኽበር	ክ+ኽበር
ክእከብ	ክ+እከብ
ዝተዘርግሑ	ዝ+ተዘርግ+ሑ
ዝተውሃቦ	ዝ+ተው+ሃቦ
ግዚኦም	ግዚ+ኦም
ከምዝስራሕ	ከምዝ+ስራሕ
ንዝምልከቶ	ን+ዝምል+ከቶ
ብምፍላይ	ብምፍ+ላይ
ዝውገደሉ	ዝ+ው+ገደሉ
ሕማማትን	ሕማ+ማትን
ዝተውሃቡ	ዝ+ተው+ሃቡ
ሆስፒታላትን	ሆስፒታ+ላትን
ንዘርአዮ	ን+ዘር+አዮ
ተሳትፍ	ተሳት+ፍ
ጎድና	ጎድ+ና
ጎድኒ	ጎድ+ኒ
ኣይሁድን	ኣይሁድ+ን
ዘየምፅእ	ዘ+የምፅእ
ንዝኸይድ	ን+ዝኸይድ
ሕማምን	ሕማም+ን
ሞትን	ሞት+ን
ትኹረትን	ትኹረት+ን
ክንክንን	ክንክን+ን
ዝተመግደሩ	ዝ+ተመግ+ደሩ
ዝሕከሙሎም	ዝ+ሕ+ከሙሎም
ዝወስዱሉ	ዝ+ወስ+ዱሉ
መፅናዕቲን	መፅናዕቲ+ን
ስለዝተውሃቦ	ስለዝ+ተው+ሃቦ
እናፀንሑ	እና+ፀን+ሑ
ስለዝበልዎ	ስለዝ+በል+ዎ
ንዋይን	ንዋይ+ን
ቀረብን	ቀረብ+ን
ስጉምቲን	ስጉምቲ+ን
ሓሳኹን	ሓ+ሳኹን
ንነበርቲን	ንነ+በርቲን
ዕድምኦም	ዕድ+ምኦም
ዝተማልአ	ዝ+ተማል+አ
ነዊሕን	ነዊሕ+ን
ከምዝፈጥር	ከምዝ+ፈጥር
ሆስፒታልን	ሆስፒታል+ን
ንመንሽሮ	ን+መንሽ+ሮ
ንምዕጋትን	ንምዕ+ጋትን
ዝጅምሩ	ዝ+ጅም+ሩ
መደምደምታን	መደምደምታ+ን
ሓሳብን	ሓሳብ+ን
ወርቁ	ወር+ቁ
ንዝሓንጸጾ	ን+ዝሓን+ጸጾ
ብምጥንኻርን	ብምጥን+ኻርን
ከምዝዕቅብ	ከምዝ+ዕቅብ
ከምዘበርከተት	ከም+ዘበር+ከተት
ዝተበርከተ	ዝ+ተበር+ከተ
ንዘድልዮም	ን+ዘድል+ዮም
ምእላይን	ምእ+ላይን
ከምዝሕግዝ	ከምዝ+ሕግዝ
ንዘበርከቱ	ን+ዘበር+ከቱ
ኣመልኪታ	ኣመል+ኪታ
ከምዘስፈረቶ	ከም+ዘስ+ፈረቶ
ክትግብሮ	ክ+ትግብ+ሮ
ተተግቢሮም	ተተግ+ቢሮም
ከምዘስዓበ	ከም+ዘስ+ዓበ
ብዘደንግፅ	ብ+ዘደንግፅ
ምግፍሖም	ምግፍ+ሖም
ክረክብ	ክ+ረክብ
ክውንኑ	ክ+ውን+ኑ
ምስክርን	ምስክር+ን
ምዘና	ም+ዘና
ክፍተት	ክ+ፍተት
ብተፈጥሮኣዊን	ብተፈጥሮኣዊ+ን
ምሕላፉ	ምሕ+ላፉ
ታሕጓሶም	ታሕጓ+ሶም
ዘይተረጋግአ	ዘይ+ተረጋግ+አ
ፀልማትን	ፀልማት+ን
ንምምስጋን	ንምምስ+ጋን
ገዛን	ገዛ+ን
ይንስነስ	ይ+ንስነስ
አጓላትን	አጓ+ላትን
መዓንጣኣን	መዓንጣ+ኣ+ን
ይቕንያ	ይ+ቕን+ያ
ኣገልጊሎም	ኣገል+ጊሎም
ክትግብሩ	ክ+ትግብ+ሩ
ብምንባብ	ብ+ምንባብ
ክዳንን	ክዳን+ን
ብምልጋስ	ብምል+ጋስ
መልእኽቶም	መልእኽ+ቶም
ኣስተምህሮኦም	ኣስተምህሮ+ኦም
እትድሕን	እት+ድሕን
ፀሎትን	ፀሎት+ን
እትምስረት	እት+ምስረት
ምንኣዶም	ም+ን+ኣዶም
ክሳለጥ	ክ+ሳለጥ
ኣቀባብላ	ኣቀባብ+ላ
ተማሕፂኑ	ተማሕ+ፂኑ
ደገን	ደገ+ን
ብምድላው	ብምድ+ላው
ንዝህልዎ	ን+ዝህል+ዎ
ከመልክት	ከመልክ+ት
ገጣሚን	ገጣሚ+ን
ክኢላን	ክኢላ+ን
ዝተረጋግአን	ዝ+ተረጋግ+አን
ስምዒትን	ስምዒት+ን
ብምዕዳም	ብም+ዕዳም
ዝፈጥረሉ	ዝ+ፈጥ+ረሉ
ኣውጊዑ	ኣው+ጊዑ
ንዝትሳተፉ	ን+ዝት+ሳተፉ
ኣመስጊኖም	ኣመስ+ጊኖም
ስለዘንበርኩም	ስለ+ዘን+በርኩም
ክላለ	ክ+ላለ
ብምልውዋጥን	ብምልው+ዋጥን
ብምፍጣርን	ብምፍ+ጣርን
ተተስፍዩ	ተተስፍ+ዩ
ንዘለኒ	ን+ዘለኒ
ዝምዘዙ	ዝ+ም+ዘዙ
ዜማን	ዜማ+ን
ብኣፍቀርቲ	ብኣፍ+ቀርቲ
ዜማኡ	ዜማ+ኡ
ሲሚንቶን	ሲሚንቶ+ን
ጠርሙዛትን	ጠርሙ+ዛትን
ክትጥቀመሎም	ክ+ትጥ+ቀመሎም
ዝገብሩ	ዝ+ገብ+ሩ
ኣይነበርኩን	ኣይ+ነበርኩን
ምስተንከፍክዎ	ምስ+ተን+ከፍክዎ
ስምዒተይን	ስምዒ+ተይ+ን
ዝገልፀሉ	ዝ+ገል+ፀሉ
ንዝቕንዩ	ን+ዝቕን+ዩ
ንኣፍቀርቲ	ንኣፍ+ቀርቲ
ንምርሓቕን	ንምር+ሓቕን
ዝሳለጥ	ዝ+ሳለጥ
ንዝድይቡ	ን+ዝድይ+ቡ
ዝሕደረሉ	ዝ+ሕ+ደረሉ
ስለዝጅምር	ስለዝ+ጅምር
ንምምልካት	ንምምል+ካት
ክእከቡ	ክ+እ+ከቡ
ዝተንጠልጠለትሉ	ዝ+ተን+ጠልጠለትሉ
ክትንሳፈፍ	ክ+ትንሳፈፍ
ትዓልብ	ት+ዓልብ
ኩነትን	ኩነት+ን
ክስውእ	ክ+ስውእ
ተኣዛዝነትን	ተኣዛዝነት+ን
ሃይማኖትን	ሃይማኖት+ን
ካህናትን	ካህ+ናትን
ክሕልዋ	ክ+ሕል+ዋ
ኣብነታዊን	ኣብነታዊ+ን
ምርኢታትን	ምርኢ+ታትን
